scope,method,folds,test_cases,test_cd_mean,test_cd_sd,test_cd_weighted_mean,coverage_mean,mmd_cd_mean,one_nn_acc_mean,diversity_mean,note
prefix_all10,condition_copy,10,799,0.3057935733279498,0.006227168434279349,0.3057910940972377,0.043675213675213674,0.30430867075920104,1.0,0.0008190458491299068,equal-prefix fold mean; weighted mean also provided
prefix_all10,retrieval_descriptor,10,799,0.028129941048759502,0.0071256911274846565,0.02814464512349891,0.05647673314339981,0.02520565539598465,0.9981089743589744,0.018012104835361243,equal-prefix fold mean; weighted mean also provided
prefix_all10,retrieval_flat_l2,10,799,0.027776617204917708,0.006663537105915088,0.027793918805050014,0.23243945868945867,0.02520646583288908,0.998125,0.01972005143761635,equal-prefix fold mean; weighted mean also provided
prefix_all10,zero_latent_generator_output,10,799,0.03174417755932256,0.008999521118070617,0.03176510000650366,0.08527421652421653,0.03076373543590307,0.999375,0.011488306615501643,equal-prefix fold mean; weighted mean also provided
